CHEM_ID	LIB_ID	COMP_ID	CHRO_LIB_ENTRY_ID	SUPER_PATHWAY	SUB_PATHWAY	PATHWAY_SORTORDER	TYPE	INCHIKEY	SMILES	CHEMICAL_NAME	PLOT_NAME	CAS	CHEMSPIDER	HMDB	KEGG	PUBCHEM	PLATFORM
100005376	209	62352	219482	Lipid	Lysophospholipid	2702	NAMED	JEAGLCKGAKACCE-MDZDMXLPSA-N	O=P(OCC(O)COC(CCCCCCCCC/C=C/CCCCCCCC)=O)(O)OCCN	1-eicosenoyl-GPE (20:1)*	1-eicosenoyl-GPE (20:1)*			HMDB0011518		52925139	Neg
100005384	209	45413	143779	Xenobiotics	Chemical	6127	NAMED	CIQHWLTYGMYQQR-QMMMGPOBSA-N	OS(OC1=CC=C(C[C@H](N)C(O)=O)C=C1)(=O)=O	O-sulfo-tyrosine	O-sulfo-tyrosine		448617	HMDB0155722		514186	Neg
100005443	305	63733	223260	Carbohydrate	Disaccharides and Oligosaccharides	1330	NAMED	LKOHREGGXUJGKC-XOYGTUPGSA-N	O[C@H]1[C@@H](CO)O[C@@H](O[C@H]2[C@H](O[C@@H]3[C@H](O)[C@@H](O)[C@@H](O)[C@@H](C)O3)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O[C@H]4[C@@H](O)[C@H](O)[C@H](O)[C@H](C)O4)[C@H]1O	lactodifucotetraose	lactodifucotetraose	20768-11-0	2655596		G00335	3082169	Polar
100005864	209	46144	144231	Xenobiotics	Food Component/Plant	5120	NAMED	HOVAGTYPODGVJG-ZFYZTMLRSA-N	O[C@H]1[C@@H]([C@H]([C@H](O[C@@H]1CO)OC)O)O	methyl glucopyranoside (alpha + beta)	methyl glucopyranoside (alpha + beta)			HMDB0029965		445238,3036743,2108	Neg
100005985	402	47154	164532	Lipid	Sphingomyelins	3140	NAMED	SOWIKWJDPCEPOJ-IOBWIPHESA-N	CCCC/C=C/CCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O	sphingomyelin (d18:2/14:0, d18:1/14:1)*	sphingomyelin (d18:2/14:0, d18:1/14:1)*			HMDB0240637,HMDB0240612			Pos Late
100005986	402	47153	164529	Lipid	Sphingomyelins	3155	NAMED	WKZHECFHXLTOLJ-QYKFWSDSSA-N	O[C@H](/C=C/CCCCCCCCCCCCC)[C@H](CO[P](OCC[N+](C)(C)C)([O-])=O)NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O	sphingomyelin (d18:1/24:1, d18:2/24:0)*	sphingomyelin (d18:1/24:1, d18:2/24:0)*	94359-13-4	24846874	HMDB0012107		44260126	Pos Late
100006052	402	48362	160300	Xenobiotics	Food Component/Plant	5133	NAMED	MRIAQLRQZPPODS-UHFFFAOYSA-N	COC1=C(OC)C=C(C2=CC(C3=C(C(OC)=C(OC)C(OC)=C3OC)O2)=O)C=C1	nobiletin	nobiletin	478-21-3	65283	HMDB0029540	C10112	72344	Pos Late
100006065	400	49795	161671	Peptide	Dipeptide	799	NAMED	XLUAWXQORJEMBD-UHFFFAOYSA-N	O=C(C(C(C)C)N([H])C1=O)N2C1CCC2	cyclo(pro-val)	cyclo(pro-val)	2854-40-2	89376			98951	Pos Early
100006092	209	48408	155063	Amino Acid	Tyrosine Metabolism	231	NAMED	DYDUXGMDSXJQFT-UHFFFAOYSA-N	NCCC1=CC=C(OS(O)(=O)=O)C=C1	tyramine O-sulfate	tyramine O-sulfate	30223-92-8	134849	HMDB0006409		153005	Neg
100006098	209	48448	155087	Xenobiotics	Chemical	6259	NAMED	BDERIBJTVYFANV-UHFFFAOYSA-N	O=S(OC1=CC=CN=C1)(O)=O	3-hydroxypyridine sulfate	3-hydroxypyridine sulfate	1955-23-3	16232314				Neg
100006105	209	48418	219297	Xenobiotics	Benzoate Metabolism	4529	NAMED	LILXPJXZNJTPQZ-UHFFFAOYSA-N	CC1=CC=C(OS(=O)(O)=O)C(OC)=C1	4-methylguaiacol sulfate	4-methylguaiacol sulfate	756760-43-7					Neg
100006115	305	48255	153226	Carbohydrate	Pentose Metabolism	1300	NAMED	QXKAIJAYHKCRRA-JJYYJPOSSA-N	OC([C@H]([C@@H]([C@@H](CO)O)O)O)=O	arabonate/xylonate	arabonate/xylonate			HMDB0000539	C00502,C05411	122045,6602431	Polar
100006116	209	48429	155073	Xenobiotics	Benzoate Metabolism	4573	NAMED	IBEAHXYYSZWGED-UHFFFAOYSA-N	O=C(OC)C1=CC=C(OS(=O)(O)=O)C=C1	methyl-4-hydroxybenzoate sulfate	methyl-4-hydroxybenzoate sulfate			HMDB0041646		10657183	Neg
100006121	209	48341	153390	Lipid	Monoacylglycerol	2886	NAMED	LERKRWCYZNDWFH-QNEBEIHSSA-N	OCC(O)COC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O	1-dihomo-linolenylglycerol (20:3)	1-dihomo-linolenylglycerol (20:3)			HMDB0011577			Neg
100006129	209	54910	208290	Amino Acid	Tyrosine Metabolism	206	NAMED	SVYIZYRTOYHQRE-UHFFFAOYSA-N	OC1=C(OC)C=C(CC(C(O)=O)O)C=C1	vanillactate	vanillactate	2475-56-1	141152	HMDB0000913		160637	Neg
100006171	209	48715	155107	Xenobiotics	Food Component/Plant	5152	NAMED	XWAZTQUZONPJEW-UHFFFAOYSA-N	COC1=CC(CC=C)=CC=C1OS(=O)(O)=O	eugenol sulfate	eugenol sulfate	95480-60-7	157181	HMDB0135245		180632	Neg
100006184	209	48445	155085	Xenobiotics	Chemical	6258	NAMED	ARLAWMCEVZUXEY-UHFFFAOYSA-N	OC1=CC=CC(OS(=O)(O)=O)=C1OC	2-methoxyresorcinol sulfate	2-methoxyresorcinol sulfate	1446269-78-8					Neg
100006191	209	48841	155015	Amino Acid	Tyrosine Metabolism	230	NAMED	JPAUCQAJHLSMQW-XPORZQOISA-N	O[C@H]([C@@H](O)[C@@H]1O)[C@@H](O[C@@H]1C(O)=O)OC2=CC=C(C)C=C2	p-cresol glucuronide*	p-cresol glucuronide*	17680-99-8	135751	HMDB0011686		154035	Neg
100006203	305	48569	179397	Xenobiotics	Food Component/Plant	5073	NAMED	YGCFIWIQZPHFLU-UHFFFAOYSA-N	CC1=CC(NS(O1)(=O)=O)=O	acesulfame	acesulfame	55589-62-3	33607	HMDB0033585		36573	Polar
100006205	209	48480	179127	Xenobiotics	Benzoate Metabolism	4574	NAMED	QELSKZZBTMNZEB-UHFFFAOYSA-N	OC1=CC=C(C(OCCC)=O)C=C1	propyl 4-hydroxybenzoate	propyl 4-hydroxybenzoate	94-13-3	6907	HMDB0032574	D01422	7175	Neg
100006264	209	48460	155097	Xenobiotics	Benzoate Metabolism	4575	NAMED	WEKBGFBWJOHXKR-UHFFFAOYSA-N	CCCOC(C1=CC=C(OS(=O)(O)=O)C=C1)=O	propyl 4-hydroxybenzoate sulfate	propyl 4-hydroxybenzoate sulfate	162338-10-5	48063224	HMDB0135261		131838881	Neg
100006282	209	48674	155105	Xenobiotics	Food Component/Plant	5149	NAMED	LJOOSFYJELZGMR-UHFFFAOYSA-N	O=C1C=CC2=CC=C(OS(=O)(O)=O)C=C2O1	umbelliferone sulfate	umbelliferone sulfate	69526-88-1	114800	HMDB0240565		129659	Neg
100006290	402	48490	164042	Lipid	Sphingomyelins	3147	NAMED	AADLTHQNYQJHQV-SVLGDMRNSA-N	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O	sphingomyelin (d18:1/20:0, d16:1/22:0)*	sphingomyelin (d18:1/20:0, d16:1/22:0)*		23113477	HMDB0012102		44260124	Pos Late
100006292	402	48491	164534	Lipid	Sphingomyelins	3148	NAMED	MDRFMTLYKHBJTF-YECRPIIFSA-N	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCC/C=C/CCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O	sphingomyelin (d18:1/20:1, d18:2/20:0)*	sphingomyelin (d18:1/20:1, d18:2/20:0)*	222403-67-0		HMDB0240610,HMDB0240632			Pos Late
100006294	402	48492	164533	Lipid	Sphingomyelins	3132	NAMED	FJJANLYCZUNFSE-TWKUQIQBSA-N	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O	behenoyl sphingomyelin (d18:1/22:0)*	behenoyl sphingomyelin (d18:1/22:0)*		24846873	HMDB0012103		44260125	Pos Late
100006295	402	48493	164535	Lipid	Sphingomyelins	3152	NAMED	VBFKEZGCUWHGSK-ADSSWVSQSA-N	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCC/C=C\CCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O	sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*	sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*		29368329	HMDB0012104			Pos Late
100006296	402	57477	211140	Lipid	Sphingomyelins	3153	NAMED	BBJBWENPFZYXKM-CUYAXJSGSA-N	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCC/C=C/C/C=C/CCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O	sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*	sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*			HMDB0240670,HMDB0240672,HMDB0240669			Pos Late
100006298	402	57330	210828	Lipid	Sphingomyelins	3134	NAMED	QEDPUVGSSDPBMD-XTAIVQBESA-N	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O	lignoceroyl sphingomyelin (d18:1/24:0)	lignoceroyl sphingomyelin (d18:1/24:0)	60037-60-7	24846875	HMDB0011697			Pos Late
100006314	402	52433	164557	Lipid	Sphingomyelins	3141	NAMED	LQINJRUGTUOHGS-YPDYIYJKSA-N	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O	sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*	sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*	121999-58-4	28532779	HMDB0240617,HMDB0240608			Pos Late
100006352	209	48675	154658	Lipid	Monoacylglycerol	2900	NAMED	NHNGEAQTTQPSCX-KUBAVDMBSA-N	O=C(OC(CO)CO)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC	2-docosahexaenoylglycerol (22:6)*	2-docosahexaenoylglycerol (22:6)*		24765781	HMDB0011557		46896303	Neg
100006361	209	48407	155061	Amino Acid	Tyrosine Metabolism	229	NAMED	NZKRYJGNYPYXJZ-UHFFFAOYSA-N	NCCC1=CC(OS(=O)(O)=O)=C(O)C=C1	dopamine 3-O-sulfate	dopamine 3-O-sulfate		108936	HMDB0006275	C13690	122136	Neg
100006363	209	48728	155111	Xenobiotics	Food Component/Plant	5150	NAMED	CQRHJEVIKOKQMO-UHFFFAOYSA-N	OC1=CC2=C(C(C(C3=CC=C(OS(=O)(O)=O)C=C3)=CO2)=O)C=C1	daidzein sulfate (2)	daidzein sulfate (2)					12114465	Neg
100006367	305	53230	179403	Lipid	Fatty Acid, Monohydroxy	2001	NAMED	HPMGFDVTYHWBAG-UHFFFAOYSA-N	CCCC(O)CC(O)=O	3-hydroxyhexanoate	3-hydroxyhexanoate	10191-24-9	133518	HMDB0061652,HMDB0010718		151492	Polar
100006370	209	54805	207701	Lipid	Sterol	3235	NAMED	WVXOMPRLWLXFAP-AMQKJUDNSA-N	C[C@@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]3[C@H]2CC=C4[C@]3(C)CC[C@H](O)C4)CCCC(C(O)=O)C	3beta-hydroxy-5-cholestenoate	3beta-hydroxy-5-cholestenoate	6561-58-6		HMDB0012453	C17333	165511	Neg
100006374	209	48762	155125	Xenobiotics	Chemical	6256	NAMED	NGVLEQPKHLWZLN-UHFFFAOYSA-N	OC1=C(O)C(OS(=O)(O)=O)=CC=C1	1,2,3-benzenetriol sulfate (2)	1,2,3-benzenetriol sulfate (2)			HMDB0060018,HMDB0060016		92013662,54110629	Neg
100006375	209	48763	155127	Xenobiotics	Benzoate Metabolism	4570	NAMED	NTXOJWKIHIOUQN-UHFFFAOYSA-N	OC1=C(C=CC=C1OS(=O)(O)=O)OC	3-methoxycatechol sulfate (1)	3-methoxycatechol sulfate (1)					129892430	Neg
100006379	400	48782	157831	Amino Acid	Tryptophan Metabolism	266	NAMED	CPXSBHKDEPPWIX-RAYCSJGISA-N	N[C@H](C(O)=O)CC1=C([C@H]([C@H]([C@@H](O)[C@@H]2O)O)O[C@@H]2CO)NC3=CC=CC=C13	C-glycosyltryptophan	C-glycosyltryptophan	180509-18-6	9157171	HMDB0240296		10981970	Pos Early
100006430	305	48885	160479	Carbohydrate	Pentose Metabolism	1294	NAMED	HEBKCHPVOIAQTA-IMJSIDKUSA-N	OC[C@@H](C([C@H](CO)O)O)O	arabitol/xylitol	arabitol/xylitol			HMDB0001851,HMDB0000568,HMDB0002917	C00379,C00542,C01904	94154,6912	Polar
100006435	400	46539	166536	Carbohydrate	Aminosugar Metabolism	1451	NAMED	OVRNDRQMDRJTHS-FMDGEEDCSA-N	O[C@@H]1[C@H]([C@@H](O[C@@H]([C@H]1O)CO)O)NC(C)=O	N-acetylglucosamine/N-acetylgalactosamine	N-acetylglucosamine/N-acetylgalactosamine			HMDB0000212,HMDB0000215	C01074	439174,84265	Pos Early
100006651	209	53026	166148	Xenobiotics	Food Component/Plant	5181	NAMED	VFMNSFWBDMRNLJ-UHFFFAOYSA-N	OC(CC1C(CCC)C1)=O	trans-3,4-methyleneheptanoate	trans-3,4-methyleneheptanoate						Neg
100008903	402	52603	165331	Lipid	Phosphatidylcholine (PC)	2381	NAMED	FVXDQWZBHIXIEJ-LNDKUQBDSA-N	CCCCC/C=C\C/C=C\CCCCCCCC(OC[C@@H](OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O)=O	1,2-dilinoleoyl-GPC (18:2/18:2)	1,2-dilinoleoyl-GPC (18:2/18:2)	998-06-1	4450312	HMDB0008138		5288075	Pos Late
100008904	402	52438	164562	Lipid	Phosphatidylcholine (PC)	2344	NAMED	ATHVAWFAEPLPPQ-VRDBWYNSSA-N	O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCCCCCC/C=C\CCCCCCCC)=O	1-stearoyl-2-oleoyl-GPC (18:0/18:1)	1-stearoyl-2-oleoyl-GPC (18:0/18:1)	56421-10-4	24766704	HMDB0008038		24778825	Pos Late
100008914	402	52462	165128	Lipid	Phosphatidylcholine (PC)	2319	NAMED	IIZPXYDJLKNOIY-JXPKJXOSSA-N	CCCCCCCCCCCCCCCC(OC[C@@]([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O)=O	1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6)	1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6)	35418-58-7	8923140	HMDB0007982	C05208	10747814	Pos Late
100008915	402	52610	165342	Lipid	Phosphatidylcholine (PC)	2325	NAMED	IESVDEZGAHUQJU-ZLBXKVHBSA-N	CCCCCCCCCCCCCCCC(OC[C@](OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)([H])COP([O-])(OCC[N+](C)(C)C)=O)=O	1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)	1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)	59403-54-2	4946007	HMDB0007991		6441886	Pos Late
100008916	402	52611	165343	Lipid	Phosphatidylcholine (PC)	2361	NAMED	FAUYAENFVCNTAL-PFFNLMTBSA-N	O=C(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)O[C@H](COC(CCCCCCCCCCCCCCCCC)=O)CO[P](OCC[N+](C)(C)C)([O-])=O	1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6)	1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6)	59403-52-0		HMDB0008057		24778876	Pos Late
100008919	402	52614	165346	Lipid	Plasmalogen	2831	NAMED	XVYPOHCSLJZFED-QZEVRULJSA-N	[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\CCCCCCCC)=O)CO/C=C\CCCCCCCCCCCCCCCC	1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)	1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)	144371-68-6	24769260	HMDB0011375		42607457	Pos Late
100008920	402	52615	165347	Lipid	Sphingomyelins	3144	NAMED	YMQZQHIESOAPQH-JXGHDCMNSA-N	O=C(N[C@@]([C@]([H])(O)/C=C/CCCCCCCCCCCCC)([H])COP([O-])(OCC[N+](C)(C)C)=O)CCCCCCCCCCCCCCCC	sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)	sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)	121999-64-2		HMDB0240620,HMDB0240609,HMDB0240622		46891763	Pos Late
100008921	402	52616	165348	Lipid	Phosphatidylcholine (PC)	2303	NAMED	PZNPLUBHRSSFHT-RRHRGVEJSA-N	O=C(CCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCCCCCCCCCCCCCCCC)=O	1-palmitoyl-2-stearoyl-GPC (16:0/18:0)	1-palmitoyl-2-stearoyl-GPC (16:0/18:0)	59403-51-9	24766643	HMDB0007970	C03889	24778686	Pos Late
100008928	305	52281	164309	Amino Acid	Glutathione Metabolism	590	NAMED	AFENDNXGAFYKQO-UHFFFAOYSA-N	CCC(O)C(O)=O	2-hydroxybutyrate/2-hydroxyisobutyrate	2-hydroxybutyrate/2-hydroxyisobutyrate			HMDB0000729,HMDB00008	C21297,C05984	440864,4277439	Polar
100008929	209	52282	164310	Energy	TCA Cycle	1478	NAMED	YNOXCRMFGMSKIJ-UHFFFAOYSA-N	CC(C(O)=O)C(C(O)=O)(O)CC(O)=O	2-methylcitrate/homocitrate	2-methylcitrate/homocitrate			HMDB0003518,HMDB0000379	C01251	439459,515	Neg
100008930	209	52285	164313	Lipid	Long Chain Monounsaturated Fatty Acid	1555	NAMED	ZQPPMHVWECSIRJ-KTKRTIGZSA-N	OC(CCCCCCC/C=C\CCCCCCCC)=O	oleate/vaccenate (18:1)	oleate/vaccenate (18:1)			HMDB0003231,HMDB0000573,HMDB0240219,HMDB0000207	C21944,C08367,C01712,C00712	5282761,637517,5281127,445639	Neg
100008934	209	52916	166016	Lipid	Fatty Acid, Monohydroxy	1988	NAMED	YDZIJQXINJLRLL-UHFFFAOYSA-N	OC(C(O)CCCCCCCCCC)=O	2-hydroxylaurate	2-hydroxylaurate	2984-55-6	88259			97783	Neg
100008952	209	52431	164555	Lipid	Monoacylglycerol	2877	NAMED	KVYUBFKSKZWZSV-BQYQJAHWSA-N	CCCCCC/C=C/CCCCCCCC(OCC(O)CO)=O	1-palmitoleoylglycerol (16:1)*	1-palmitoleoylglycerol (16:1)*			HMDB0011565			Neg
100008953	209	52432	164556	Lipid	Monoacylglycerol	2894	NAMED	CXUXMSACCLYMBI-BQYQJAHWSA-N	CCCCCC/C=C/CCCCCCCC(OC(CO)CO)=O	2-palmitoleoylglycerol (16:1)*	2-palmitoleoylglycerol (16:1)*			HMDB0011534		53480960	Neg
100008954	402	52434	164558	Lipid	Dihydrosphingomyelins	3125	NAMED	QHZIGNLCLJPLCU-QPPIDDCLSA-N	[H][C@](NC(CCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])CCCCCCCCCCCCCCC	palmitoyl dihydrosphingomyelin (d18:0/16:0)*	palmitoyl dihydrosphingomyelin (d18:0/16:0)*		8115586	HMDB0010168		9939965	Pos Late
100008955	402	52436	164560	Lipid	Sphingomyelins	3133	NAMED	SXZWBNWTCVLZJN-NMIJJABPSA-N	[H][C@](NC(CCCCCCCCCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCCCCCCC	tricosanoyl sphingomyelin (d18:1/23:0)*	tricosanoyl sphingomyelin (d18:1/23:0)*			HMDB0012105			Pos Late
100008956	402	52435	164559	Lipid	Sphingomyelins	3154	NAMED	JBDGKEXQKCCQFK-JWQIMADESA-N	[H][C@](NC(CCCCCCCCCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC	sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*	sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*			HMDB0240634,HMDB0011696,HMDB0240614		134757653	Pos Late
100008957	402	52437	164561	Lipid	Sphingomyelins	3156	NAMED	TXFLWJQVQCDUDZ-BRUGZULGSA-N	[H][C@](NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC	sphingomyelin (d18:2/24:1, d18:1/24:2)*	sphingomyelin (d18:2/24:1, d18:1/24:2)*			HMDB0240636,HMDB0240615		85336023	Pos Late
100008962	209	52948	166074	Xenobiotics	Drug - Antibiotic	5494	NAMED	LSQZJLSUYDQPKJ-UHFFFAOYSA-N	O=C1C(NC(C(N)C2=CC=C(O)C=C2)=O)C3N1C(C(O)=O)C(C)(C)S3	amoxicillin	amoxicillin	26787-78-0	2086	HMDB0015193	DG00520,C06827,D00229	33613	Neg
100008976	402	52446	165108	Lipid	Phosphatidylethanolamine (PE)	2451	NAMED	YDTWOEYVDRKKCR-KNERPIHHSA-N	O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O	1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*	1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*		7825699	HMDB0008994		9546749	Pos Late
100008977	402	52447	165110	Lipid	Phosphatidylethanolamine (PE)	2460	NAMED	ANRKEHNWXKCXDB-BHFWLYLHSA-N	O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O	1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)	1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)		4451158	HMDB0009003	C05210	5289133	Pos Late
100008980	402	52452	165115	Lipid	Phosphatidylcholine (PC)	2347	NAMED	FORFDCPQKJHEBF-JEFUZMEDSA-N	CCCCCCCCCCCCCCCCCC(OCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O)=O	1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*	1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*			HMDB0008039		6441487	Pos Late
100008981	402	52453	165118	Lipid	Phosphatidylcholine (PC)	2370	NAMED	GDWULUGDXGHJIJ-FUBJOMBKSA-N	CCCCCCCC/C=C/CCCCCCCC(OCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O)=O	1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*	1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*			HMDB0008105		24778939	Pos Late
100008984	402	52470	165143	Lipid	Phosphatidylcholine (PC)	2301	NAMED	QIBZFHLFHCIUOT-HTXNQAPBSA-N	CCCCCCCCCCCCCCCC(OCC(OC(CCCCCCC/C=C/CCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O)=O	1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*	1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*			HMDB0007969		6443788	Pos Late
100008990	402	52464	165131	Lipid	Phosphatidylethanolamine (PE)	2438	NAMED	DRIVXEVMDWCWLI-CAQMIEAISA-N	O=C(CCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O	1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*	1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*		7825750	HMDB0005323	C05210	9546800	Pos Late
100008991	402	52465	165133	Lipid	Phosphatidylethanolamine (PE)	2440	NAMED	MPWUZHVZZKSTPV-MADBQMNMSA-N	O=C(CCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O	1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*	1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*		7825749	HMDB0008946		9546799	Pos Late
100008992	402	52466	165134	Lipid	Phosphatidylethanolamine (PE)	2464	NAMED	XYYHNDVKALDFHQ-OXHZBIAZSA-N	O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O	1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*	1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*		7825748	HMDB0009012		9546798	Pos Late
100008994	305	52468	165138	Lipid	Phosphatidylinositol (PI)	2565	NAMED	KZVRAFHIKMDULK-HAVSRZFESA-N	O=C(CCCCCCCCCCCCCCCCC)OC[C@@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COP(O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)(O)=O	1-stearoyl-2-linoleoyl-GPI (18:0/18:2)	1-stearoyl-2-linoleoyl-GPI (18:0/18:2)		24767694	HMDB0009809			Polar
100008996	402	52471	165147	Lipid	Phosphatidylethanolamine (PE)	2427	NAMED	CZOSTDZGCCEZTJ-WMHOIYFHSA-N	O=C(CCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCCCCCC/C=C\CCCCCC)=O	1-palmitoyl-2-palmitoleoyl-GPE (16:0/16:1)*	1-palmitoyl-2-palmitoleoyl-GPE (16:0/16:1)*		24768424	HMDB0008924		52924925	Pos Late
100008998	402	52473	165151	Cofactors and Vitamins	Tocopherol Metabolism	4410	NAMED	QUEDXNHFTDJVIY-DQCZWYHMSA-N	CC1=C(C(CC2)=CC(O)=C1C)O[C@@]2(CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)C	gamma-tocopherol/beta-tocopherol	gamma-tocopherol/beta-tocopherol			HMDB0006335,HMDB0001492	C14152,C02483		Pos Late
100008999	402	52475	165154	Lipid	Plasmalogen	2840	NAMED	URPXXNCTXCOATD-FXMFQVEGSA-N	[H][C@](OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)(COP(OCCN)(O)=O)CO/C=C\CCCCCCCCCCCCCCCC	1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*	1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*		7826008	HMDB0005779		9547058	Pos Late
